,train_data,train_result
0,5.25,5.06988573074
1,5.26000022888,4.95381402969
2,5.23999977112,4.79897546768
3,5.36000013351,4.75915241241
4,5.32999992371,4.87125635147
5,5.26999998093,4.2157535553
6,5.30000019073,4.89184236526
7,5.40999984741,5.23761701584
8,5.32000017166,5.49924516678
9,5.34000015259,4.88680315018
10,5.26000022888,4.75431394577
11,5.30999994278,4.89339399338
12,5.34000015259,5.08777475357
13,5.40999984741,4.81943178177
14,5.32999992371,4.2523393631
15,5.36999988556,4.76273965836
16,5.26999998093,4.90308094025
17,5.17000007629,4.55416870117
18,5.28999996185,4.89700698853
19,5.25,5.28192090988
20,5.26000022888,5.24716234207
21,5.23999977112,5.37545442581
22,5.23000001907,4.73070383072
23,5.17999982834,4.4691324234
24,5.32000017166,4.89879894257
25,5.28999996185,5.24313545227
26,5.34000015259,5.28688764572
27,5.26999998093,5.09338378906
28,5.21000003815,5.17909097672
29,4.46000003815,4.90660333633
30,4.71999979019,4.83584833145
31,5.25,5.19194173813
32,4.73000001907,4.49051189423
33,5.21999979019,4.9603061676
34,5.01000022888,5.15622711182
35,5.17000007629,5.16375589371
36,5.15000009537,4.90682268143
37,5.19999980927,4.96196699142
38,5.15000009537,5.23521184921
39,5.15999984741,4.79896450043
40,5.21999979019,5.2492480278
41,4.98999977112,4.59065294266
42,4.96999979019,4.94815063477
43,5.05999994278,5.07231092453
44,5.01000022888,5.34956693649
45,4.92999982834,4.76356744766
46,4.92999982834,5.06909704208
47,4.96999979019,4.99689483643
48,5.03000020981,5.00303268433
49,5.01000022888,5.04455518723
50,4.96999979019,4.88867330551
51,4.90000009537,4.88551092148
52,4.90000009537,5.09638881683
53,4.88999986649,5.03546142578
54,4.92000007629,4.8690533638
55,4.90000009537,4.95001029968
56,4.94000005722,4.96707868576
57,4.80999994278,4.80184268951
58,4.88000011444,4.70774126053
59,4.88000011444,5.02187490463
60,4.82999992371,4.85325098038
61,4.82999992371,4.42772340775
62,4.76000022888,4.48552513123
63,4.84000015259,4.02463293076
64,4.82999992371,4.45222616196
65,4.84999990463,4.27984046936
66,4.65999984741,4.46802806854
67,4.78999996185,4.89722394943
68,4.71000003815,5.08827829361
69,4.61000013351,4.81394720078
70,4.82999992371,5.02448034286
71,4.71999979019,4.60857963562
72,4.71999979019,4.66231393814
73,4.67000007629,4.18261384964
74,4.76000022888,5.00701522827
75,4.73000001907,4.9204788208
76,4.73000001907,4.12017440796
77,4.63999986649,4.00271129608
78,4.63999986649,4.65120363235
79,4.61999988556,4.99858188629
80,4.59999990463,4.94896364212
81,4.55999994278,4.68064069748
82,4.57000017166,4.51073884964
83,4.46000003815,4.70820140839
84,4.42999982834,4.72920846939
85,4.40000009537,4.62226438522
86,4.42999982834,4.74658918381
87,4.53000020981,4.68768262863
88,4.46000003815,4.11249351501
89,4.46000003815,4.71423435211
90,4.38000011444,4.68130350113
91,4.34000015259,4.62541389465
92,4.15999984741,4.72266530991
93,4.11999988556,4.42553663254
94,4.26999998093,4.67928218842
95,4.11000013351,4.37353897095
96,4.11000013351,4.15683794022
97,4.15999984741,4.18849563599
98,4.07999992371,4.21507692337
99,4.09000015259,4.06958436966
100,4.15999984741,4.20573329926
101,4.01999998093,4.11607980728
102,4.07000017166,4.1463303566
103,4.03000020981,4.038230896
104,4.03999996185,4.03955936432
105,3.97000002861,4.00038480759
106,3.98000001907,4.00541591644
107,4.05000019073,3.92170381546
108,4.0,4.13221502304
109,4.03999996185,3.8797249794
110,3.96000003815,3.93301677704
111,4.03999996185,4.08221673965
112,4.05000019073,3.96619367599
113,4.01000022888,4.12789583206
114,4.07000017166,3.97656440735
115,4.03999996185,4.02349948883
116,4.0,3.73665761948
117,4.01999998093,3.72015810013
118,3.97000002861,3.884578228
119,3.92000007629,3.89341545105
120,3.96000003815,3.74968910217
121,3.88000011444,4.00132274628
122,3.98000001907,4.03157901764
123,3.94000005722,3.97624778748
124,3.88000011444,3.75457572937
125,3.83999991417,3.78592538834
126,3.79999995232,4.00680351257
127,3.69000005722,4.03352737427
128,3.73000001907,3.96317243576
129,3.68000006676,3.88772344589
130,3.74000000954,3.86625623703
131,3.75,3.88265228271
132,3.80999994278,3.81402301788
133,3.84999990463,3.49067783356
134,3.79999995232,3.43614912033
135,3.77999997139,3.65407419205
136,3.77999997139,3.54951667786
137,3.72000002861,3.49684047699
138,3.76999998093,3.6603717804
139,3.76999998093,3.55699396133
140,3.75999999046,3.90286684036
141,3.73000001907,3.40397882462
142,3.70000004768,3.55884122849
143,3.75999999046,3.7719078064
144,3.56999993324,3.66524791718
145,3.5,3.75838041306
146,3.48000001907,3.64533519745
147,3.51999998093,3.52285242081
148,3.53999996185,3.62728404999
149,3.52999997139,3.48633527756
150,3.42000007629,3.54752492905
151,3.5,3.68409395218
152,3.76999998093,3.88389492035
153,3.63000011444,3.52355766296
154,3.58999991417,3.28660011292
155,3.65000009537,3.78514289856
156,3.57999992371,3.53089666367
157,3.58999991417,3.26037788391
158,3.52999997139,3.08126497269
159,3.53999996185,3.1130604744
160,3.3900001049,2.97276973724
161,3.30999994278,3.18214225769
162,3.32999992371,3.54529666901
163,3.27999997139,3.55714130402
164,3.23000001907,3.3952126503
165,3.20000004768,3.60647392273
166,3.27999997139,3.31384038925
167,3.29999995232,3.36174297333
168,3.33999991417,3.31393766403
169,3.38000011444,3.02086019516
170,3.3900001049,3.18106508255
171,3.3599998951,3.26935386658
172,3.44000005722,3.10686969757
173,3.47000002861,3.47683095932
174,3.55999994278,3.02496337891
175,3.36999988556,3.28131198883
176,3.3900001049,3.3184466362
177,3.21000003815,3.17232275009
178,3.29999995232,3.04263734818
179,3.22000002861,3.06177806854
180,3.15000009537,3.42086315155
181,3.15000009537,3.20684146881
182,3.18000006676,3.06669092178
183,3.26999998093,3.08163356781
184,3.23000001907,3.43334341049
185,3.29999995232,3.24592399597
186,3.28999996185,3.18392801285
187,3.33999991417,3.24747753143
188,3.30999994278,3.20175457001
189,3.33999991417,3.2131152153
190,3.29999995232,3.3306851387
191,3.3900001049,3.25045824051
192,3.30999994278,3.16566944122
193,3.25999999046,3.11265897751
194,3.31999993324,3.14256095886
195,3.46000003815,3.14622211456
196,3.44000005722,3.42925071716
197,3.45000004768,3.00051450729
198,3.5,3.49715423584
199,3.55999994278,3.1556930542
200,3.50999999046,3.00425100327
201,3.53999996185,3.38296365738
202,3.52999997139,3.53826904297
203,3.44000005722,3.52889299393
204,3.44000005722,3.374314785
205,3.38000011444,2.95396089554
206,3.3599998951,3.41141319275
207,3.32999992371,3.05441617966
208,3.28999996185,3.28170633316
209,3.29999995232,3.30965995789
210,3.30999994278,3.48998022079
211,3.18000006676,3.24257659912
212,3.23000001907,3.33449888229
213,3.3900001049,3.08684873581
214,3.36999988556,3.40185213089
215,3.21000003815,3.29165363312
216,3.26999998093,3.10895299911
217,3.3599998951,3.10082864761
218,3.40000009537,2.97159099579
219,3.21000003815,3.50391530991
220,3.19000005722,3.26661777496
221,3.24000000954,3.3518075943
222,3.23000001907,3.06376647949
223,3.24000000954,3.25756216049
224,3.18000006676,3.1776599884
225,3.0,3.05374717712
226,3.00999999046,3.09897375107
227,3.0,3.18004179001
228,3.01999998093,3.09379720688
229,2.97000002861,3.0695271492
230,2.95000004768,3.12143659592
231,2.91000008583,3.04040622711
232,2.86999988556,3.16884946823
233,2.8900001049,3.00178194046
234,2.78999996185,3.07054042816
235,2.92000007629,2.91599369049
236,2.80999994278,3.0623793602
237,2.86999988556,3.16287660599
238,2.94000005722,3.44425010681
239,3.05999994278,3.52644872665
240,2.98000001907,2.93202877045
241,2.98000001907,3.24972438812
242,3.00999999046,3.35157871246
243,3.17000007629,3.42818021774
244,3.01999998093,3.35358572006
245,3.09999990463,3.3193769455
246,3.13000011444,3.06147956848
247,3.1400001049,3.44461631775
248,3.16000008583,3.32817554474
249,3.20000004768,2.92377471924
250,3.19000005722,3.0593085289
251,3.50999999046,3.29735898972
252,3.45000004768,3.15500211716
253,3.49000000954,3.3392791748
254,3.48000001907,3.29481172562
255,3.3599998951,3.1393404007
256,3.3599998951,3.27938318253
257,3.46000003815,3.13623428345
258,3.43000006676,3.06004142761
259,3.43000006676,3.17187261581
260,3.3599998951,3.15564346313
261,3.32999992371,3.13672447205
262,3.31999993324,3.05312633514
263,3.25,3.08692312241
264,3.31999993324,3.24942064285
265,3.25999999046,3.19762706757
266,3.26999998093,3.13437414169
267,3.27999997139,3.288875103
268,3.32999992371,3.29922866821
269,3.24000000954,3.27363586426
270,3.29999995232,2.91381931305
271,3.23000001907,3.2351193428
272,3.21000003815,3.16268491745
273,3.18000006676,3.36887454987
274,3.15000009537,3.07400798798
275,3.19000005722,3.17967987061
276,3.13000011444,3.16930770874
277,3.27999997139,3.0590801239
278,3.15000009537,2.90025663376
279,3.22000002861,3.22793006897
280,3.25,3.1259303093
281,3.16000008583,3.10053825378
282,3.17000007629,3.39784574509
283,3.22000002861,3.12592744827
284,3.11999988556,3.27227497101
285,3.06999993324,3.15509748459
286,3.0,3.16860198975
287,3.07999992371,3.18453598022
288,3.05999994278,2.95194911957
289,3.04999995232,3.17489433289
290,3.06999993324,2.97731971741
291,3.03999996185,3.37724256516
292,3.01999998093,3.14644193649
293,3.02999997139,3.3096075058
294,3.00999999046,3.04698896408
295,3.0,2.91940355301
296,2.99000000954,3.27491807938
297,3.03999996185,3.16908502579
298,3.07999992371,2.99063014984
299,2.97000002861,3.01416063309
300,2.96000003815,3.09711742401
301,2.95000004768,2.96435785294
302,2.98000001907,3.03590726852
303,2.98000001907,2.94913291931
304,2.98000001907,2.98794651031
305,3.00999999046,3.36943483353
306,2.94000005722,3.08229875565
307,2.97000002861,3.04063653946
308,2.86999988556,3.06172132492
309,2.86999988556,3.11907291412
310,2.84999990463,3.00960254669
311,2.86999988556,3.31150150299
312,2.91000008583,2.97233390808
313,2.88000011444,3.01552152634
314,2.94000005722,2.88931322098
315,2.91000008583,2.99157762527
316,3.0,3.08791542053
317,2.92000007629,2.91693115234
318,2.99000000954,3.07374334335
319,2.95000004768,3.20458507538
320,2.92000007629,3.0620303154
321,2.93000006676,2.89431905746
322,2.90000009537,3.03759288788
323,2.90000009537,3.35105133057
324,2.86999988556,3.00672578812
325,2.93000006676,3.11386585236
326,2.90000009537,3.07597303391
327,2.88000011444,3.08708906174
328,2.88000011444,2.82247638702
329,2.8900001049,3.28828573227
330,2.90000009537,3.05830383301
331,2.90000009537,3.06114959717
332,2.91000008583,3.07951927185
333,2.91000008583,3.17503356934
334,2.92000007629,3.28268575668
335,2.93000006676,3.06180906296
336,2.92000007629,3.00699234009
337,2.93000006676,3.14540290833
338,2.91000008583,3.13206100464
339,2.90000009537,3.42487716675
340,2.92000007629,3.31780767441
341,2.92000007629,3.61437320709
342,2.94000005722,3.01615953445
343,2.94000005722,3.28241920471
344,2.94000005722,3.33133125305
345,2.92000007629,3.30919075012
346,2.92000007629,3.31968164444
347,2.91000008583,3.50573015213
348,2.94000005722,3.54667377472
349,2.93000006676,3.26194667816
350,2.93000006676,3.37665939331
351,2.97000002861,3.02940130234
352,2.98000001907,3.40352725983
353,2.94000005722,3.40379810333
354,2.95000004768,3.24759244919
355,2.94000005722,3.19841527939
356,3.00999999046,3.29341268539
357,3.00999999046,3.54017019272
358,3.0,3.2475643158
359,3.04999995232,3.15823554993
360,3.04999995232,3.43392133713
361,3.05999994278,3.19549465179
362,3.04999995232,3.13303089142
363,3.00999999046,3.15159654617
364,3.00999999046,3.21179628372
365,3.0,3.12841415405
366,3.0,3.35311794281
367,3.01999998093,3.1501083374
368,3.0,3.01581907272
369,3.0,3.43602609634
370,3.0,2.96761846542
371,3.01999998093,3.00905323029
372,3.02999997139,3.23926925659
373,3.01999998093,3.3764128685
374,3.0,3.42171001434
375,3.0,3.4899096489
376,2.99000000954,3.25432538986
377,3.0,3.27748823166
378,3.01999998093,3.25294494629
379,3.0,3.27479314804
380,3.0,3.10944032669
381,3.0,3.24265480042
382,3.02999997139,3.38125324249
383,3.01999998093,3.29701042175
384,3.01999998093,3.18927764893
385,3.02999997139,3.16400432587
386,3.04999995232,3.20893478394
387,3.02999997139,3.26580619812
388,3.01999998093,3.01719665527
389,3.04999995232,3.10466003418
390,3.04999995232,3.23380708694
391,3.02999997139,3.37201499939
392,3.04999995232,3.20285081863
393,3.07999992371,3.2190155983
394,3.08999991417,3.04834270477
395,3.09999990463,3.15200519562
396,3.09999990463,3.18875980377
397,3.11999988556,3.33244085312
398,3.09999990463,3.3924536705
399,3.15000009537,3.08618831635
400,3.11999988556,3.13150548935
401,3.13000011444,3.16383647919
402,3.15000009537,3.18627405167
403,3.15000009537,3.26000881195
404,3.15000009537,3.38478517532
405,3.15000009537,3.24726724625
406,3.17000007629,3.15796279907
407,3.16000008583,3.0362906456
408,3.15000009537,2.99622011185
409,3.18000006676,3.17044019699
410,3.17000007629,4.53457355499
411,3.18000006676,3.24037837982
412,3.17000007629,3.3385643959
413,3.17000007629,3.19114780426
414,3.20000004768,3.01005172729
415,3.23000001907,3.17399930954
416,3.24000000954,3.22804307938
417,3.20000004768,3.19764709473
418,3.20000004768,3.28696537018
419,3.19000005722,3.18385219574
420,3.20000004768,3.29134321213
421,3.20000004768,3.33124732971
422,3.25,3.3143362999
423,3.24000000954,3.07534313202
424,3.25,3.27116966248
425,3.27999997139,3.36604070663
426,3.25,3.21300935745
427,3.25999999046,3.29185295105
428,3.25,3.19316625595
429,3.25,3.0230255127
430,3.24000000954,3.38340520859
431,3.25,3.2472743988
432,3.25,3.04935836792
433,3.25,3.29461860657
434,3.25999999046,3.17966222763
435,3.25999999046,3.21231460571
436,3.25999999046,3.33354568481
437,3.25,3.17828083038
438,3.25,3.04329872131
439,3.24000000954,3.09640598297
440,3.24000000954,3.32655286789
441,3.20000004768,3.2322177887
442,3.25999999046,3.36701822281
443,3.25,3.05898141861
444,3.25,2.93465900421
445,3.25,3.17347478867
446,3.24000000954,3.15398931503
447,3.25999999046,3.07877445221
448,3.25,3.3131480217
449,3.24000000954,3.20203399658
450,3.24000000954,3.14592695236
451,3.23000001907,3.03153467178
452,3.23000001907,3.22416305542
453,3.23000001907,3.35375213623
454,3.21000003815,3.26753664017
455,3.20000004768,3.45830583572
456,3.20000004768,3.10082578659
457,3.20000004768,3.19091844559
458,3.18000006676,3.30863285065
459,3.18000006676,3.22981882095
460,3.17000007629,3.09621858597
461,3.17000007629,3.0881896019
462,3.16000008583,3.22847795486
463,3.15000009537,2.97209692001
464,3.13000011444,3.26852607727
465,3.1099998951,3.14730739594
466,3.04999995232,3.25420951843
467,3.0,3.17925691605
468,3.0,3.03972196579
469,3.0,2.93702793121
470,3.0,3.07890558243
471,3.0,2.99747753143
472,3.0,2.95752334595
473,3.0,2.88669300079
474,3.0,2.96461963654
475,2.99000000954,3.01680183411
476,2.97000002861,3.06271219254
477,2.96000003815,3.02557277679
478,2.95000004768,3.11094808578
479,2.96000003815,3.41000795364
480,2.95000004768,3.11226844788
481,2.95000004768,3.01242399216
482,2.95000004768,3.18851137161
483,2.95000004768,3.11412286758
484,2.95000004768,3.08537435532
485,2.94000005722,2.96664142609
486,2.95000004768,2.97069787979
487,2.94000005722,3.10706233978
488,2.94000005722,3.10953235626
489,2.94000005722,2.98009204865
490,2.95000004768,3.04089260101
491,2.95000004768,3.13724565506
492,2.96000003815,2.94258451462
493,2.96000003815,3.09219455719
494,2.98000001907,3.47593736649
495,2.99000000954,3.27336788177
496,2.98000001907,3.1532664299
497,2.97000002861,3.16167163849
498,2.96000003815,3.06362199783
499,2.95000004768,3.17039299011
500,2.97000002861,3.14062786102
501,2.97000002861,2.96163702011
502,2.97000002861,2.98631477356
503,2.96000003815,3.12807273865
504,2.98000001907,3.28041028976
505,2.98000001907,3.13151454926
506,3.04999995232,3.03031253815
507,3.05999994278,2.83844947815
508,3.06999993324,2.72017383575
509,3.01999998093,3.06361532211
510,2.99000000954,3.16712141037
511,2.98000001907,3.0208439827
512,2.98000001907,3.05087566376
513,2.99000000954,2.88635730743
514,2.99000000954,3.01684808731
515,2.99000000954,3.12941503525
516,2.99000000954,3.0807800293
517,2.99000000954,3.04754114151
518,3.03999996185,2.93961954117
519,3.04999995232,3.13948583603
520,3.03999996185,2.95075082779
521,3.04999995232,3.0832452774
522,3.02999997139,3.09553146362
523,3.03999996185,2.96709251404
524,3.02999997139,3.07329130173
525,3.01999998093,2.8953576088
526,3.02999997139,2.92958593369
527,3.01999998093,2.75699853897
528,3.03999996185,2.89009046555
529,3.03999996185,2.98756837845
530,3.03999996185,2.83085823059
531,3.03999996185,2.99188661575
532,3.02999997139,2.72004127502
533,3.01999998093,2.97550725937
534,3.01999998093,2.95681524277
535,3.02999997139,2.87793493271
536,3.01999998093,3.15882205963
537,3.01999998093,2.97539615631
538,3.03999996185,3.02910709381
539,3.01999998093,2.82171058655
540,3.00999999046,3.06486845016
541,3.0,3.01052045822
542,3.01999998093,2.90922164917
543,3.01999998093,2.9402961731
544,3.01999998093,2.83159732819
545,3.01999998093,3.46802949905
546,3.02999997139,3.04182624817
547,3.02999997139,3.16077041626
548,3.02999997139,3.04109430313
549,3.03999996185,3.0522108078
550,3.02999997139,3.08567380905
551,3.02999997139,3.13145208359
552,3.03999996185,2.97733736038
553,3.03999996185,3.0087146759
554,3.05999994278,3.22860765457
555,3.06999993324,3.35400915146
556,3.06999993324,3.44398832321
557,3.05999994278,3.37691926956
558,3.07999992371,3.01095724106
559,3.06999993324,3.2221159935
560,3.06999993324,3.11376428604
561,3.07999992371,3.19318771362
562,3.11999988556,3.07239770889
563,3.1400001049,3.31477212906
564,3.1400001049,3.36290025711
565,3.1400001049,3.48537921906
566,3.1400001049,3.03837919235
567,3.1400001049,3.24637699127
568,3.1099998951,3.46110916138
569,3.1099998951,3.32295894623
570,3.11999988556,3.34930372238
571,3.15000009537,3.32669973373
572,3.15000009537,3.05130672455
573,3.16000008583,3.46822786331
574,3.17000007629,3.5286359787
575,3.17000007629,3.43610143661
576,3.18000006676,3.42673492432
577,3.19000005722,3.51838254929
578,3.22000002861,3.4893283844
579,3.22000002861,3.40799474716
