,train_data,train_result,train_result_smooth
29,4.46000003815,4.90660333633,4.92736231486
30,4.71999979019,4.83584833145,4.91956106822
31,5.25,5.19194173813,4.9274986585
32,4.73000001907,4.49051189423,4.91721653938
33,5.21999979019,4.9603061676,4.92392166456
34,5.01000022888,5.15622711182,4.9334206899
35,5.17000007629,5.16375589371,4.96502076785
36,5.15000009537,4.90682268143,4.96552011172
37,5.19999980927,4.96196699142,4.95633177757
38,5.15000009537,5.23521184921,4.94753066699
39,5.15999984741,4.79896450043,4.944602712
40,5.21999979019,5.2492480278,4.96110051473
41,4.98999977112,4.59065294266,4.95100914637
42,4.96999979019,4.94815063477,4.94635500908
43,5.05999994278,5.07231092453,4.95478431384
44,5.01000022888,5.34956693649,4.99135856628
45,4.92999982834,4.76356744766,4.99138615926
46,4.92999982834,5.06909704208,4.99692002932
47,4.96999979019,4.99689483643,5.01167756716
48,5.03000020981,5.00303268433,5.01521175702
49,5.01000022888,5.04455518723,5.00729956627
50,4.96999979019,4.88867330551,4.99534993172
51,4.90000009537,4.88551092148,4.97901848157
52,4.90000009537,5.09638881683,4.99120798111
53,4.88999986649,5.03546142578,5.01008561452
54,4.92000007629,4.8690533638,5.00909409523
55,4.90000009537,4.95001029968,4.99932325681
56,4.94000005722,4.96707868576,4.98866295815
57,4.80999994278,4.80184268951,4.97894492149
58,4.88000011444,4.70774126053,4.96323326429
59,4.88000011444,5.02187490463,4.9670756499
60,4.82999992371,4.85325098038,4.96765573819
61,4.82999992371,4.42772340775,4.94218179385
62,4.76000022888,4.48552513123,4.94201556842
63,4.84000015259,4.02463293076,4.91082646052
64,4.82999992371,4.45222616196,4.88735976219
65,4.84999990463,4.27984046936,4.85789591471
66,4.65999984741,4.46802806854,4.84326942762
67,4.78999996185,4.89722394943,4.84111132622
68,4.71000003815,5.08827829361,4.83621354103
69,4.61000013351,4.81394720078,4.83671296438
70,4.82999992371,5.02448034286,4.82922070821
71,4.71999979019,4.60857963562,4.82981826464
72,4.71999979019,4.66231393814,4.82029037476
73,4.67000007629,4.18261384964,4.79063380559
74,4.76000022888,5.00701522827,4.77921541532
75,4.73000001907,4.9204788208,4.78444579442
76,4.73000001907,4.12017440796,4.75281503995
77,4.63999986649,4.00271129608,4.71967558861
78,4.63999986649,4.65120363235,4.70794795354
79,4.61999988556,4.99858188629,4.70641551018
80,4.59999990463,4.94896364212,4.70842518806
81,4.55999994278,4.68064069748,4.7015961806
82,4.57000017166,4.51073884964,4.68207451502
83,4.46000003815,4.70820140839,4.67116584778
84,4.42999982834,4.72920846939,4.6665043513
85,4.40000009537,4.62226438522,4.65557948748
86,4.42999982834,4.74658918381,4.64822983742
87,4.53000020981,4.68768262863,4.64442450205
88,4.46000003815,4.11249351501,4.62458291054
89,4.46000003815,4.71423435211,4.61432822545
90,4.38000011444,4.68130350113,4.60859664281
91,4.34000015259,4.62541389465,4.61518632571
92,4.15999984741,4.72266530991,4.62309099833
93,4.11999988556,4.42553663254,4.63645445506
94,4.26999998093,4.67928218842,4.64402298927
95,4.11000013351,4.37353897095,4.64714627266
96,4.11000013351,4.15683794022,4.63677326838
97,4.15999984741,4.18849563599,4.61314899127
98,4.07999992371,4.21507692337,4.58404227893
99,4.09000015259,4.06958436966,4.55923018456
100,4.15999984741,4.20573329926,4.53193861643
101,4.01999998093,4.11607980728,4.51552195549
102,4.07000017166,4.1463303566,4.49832250277
103,4.03000020981,4.038230896,4.49350973765
104,4.03999996185,4.03955936432,4.46126120885
105,3.97000002861,4.00038480759,4.43059140841
106,3.98000001907,4.00541591644,4.42676612536
107,4.05000019073,3.92170381546,4.42406587601
108,4.0,4.13221502304,4.4067662557
109,4.03999996185,3.8797249794,4.36947102547
110,3.96000003815,3.93301677704,4.33560612996
111,4.03999996185,4.08221673965,4.3156586647
112,4.05000019073,3.96619367599,4.29750715892
113,4.01000022888,4.12789583206,4.2781636397
114,4.07000017166,3.97656440735,4.2530755043
115,4.03999996185,4.02349948883,4.23311667442
116,4.0,3.73665761948,4.19945228895
117,4.01999998093,3.72015810013,4.16720147133
118,3.97000002861,3.884578228,4.15960429509
119,3.92000007629,3.89341545105,4.13224366506
120,3.96000003815,3.74968910217,4.10118985176
121,3.88000011444,4.00132274628,4.08038681348
122,3.98000001907,4.03157901764,4.05735060374
123,3.94000005722,3.97624778748,4.0423743089
124,3.88000011444,3.75457572937,4.01155076027
125,3.83999991417,3.78592538834,3.99196364085
126,3.79999995232,4.00680351257,3.98696249326
127,3.69000005722,4.03352737427,3.98179688454
128,3.73000001907,3.96317243576,3.97340006828
129,3.68000006676,3.88772344589,3.96733803749
130,3.74000000954,3.86625623703,3.95602213542
131,3.75,3.88265228271,3.94824121793
132,3.80999994278,3.81402301788,3.93716430664
133,3.84999990463,3.49067783356,3.91891253789
134,3.79999995232,3.43614912033,3.89879886309
135,3.77999997139,3.65407419205,3.88725517591
136,3.77999997139,3.54951667786,3.87205853462
137,3.72000002861,3.49684047699,3.85789642334
138,3.76999998093,3.6603717804,3.84216831525
139,3.76999998093,3.55699396133,3.83141061465
140,3.75999999046,3.90286684036,3.83040561676
141,3.73000001907,3.40397882462,3.80779768626
142,3.70000004768,3.55884122849,3.79421927134
143,3.75999999046,3.7719078064,3.78235300382
144,3.56999993324,3.66524791718,3.77197578748
145,3.5,3.75838041306,3.76313848495
146,3.48000001907,3.64533519745,3.76009440422
147,3.51999998093,3.52285242081,3.75351754824
148,3.53999996185,3.62728404999,3.74494107564
149,3.52999997139,3.48633527756,3.73137173653
150,3.42000007629,3.54752492905,3.72463293076
151,3.5,3.68409395218,3.71405863762
152,3.76999998093,3.88389492035,3.70913583438
153,3.63000011444,3.52355766296,3.69404616356
154,3.58999991417,3.28660011292,3.67844697634
155,3.65000009537,3.78514289856,3.67842089335
156,3.57999992371,3.53089666367,3.66255733172
157,3.58999991417,3.26037788391,3.63678568204
158,3.52999997139,3.08126497269,3.60738876661
159,3.53999996185,3.1130604744,3.58156666756
160,3.3900001049,2.97276973724,3.55178378423
161,3.30999994278,3.18214225769,3.52843345006
162,3.32999992371,3.54529666901,3.5194759051
163,3.27999997139,3.55714130402,3.52169135412
164,3.23000001907,3.3952126503,3.52032680511
165,3.20000004768,3.60647392273,3.51874012947
166,3.27999997139,3.31384038925,3.51088425318
167,3.29999995232,3.36174297333,3.50638100306
168,3.33999991417,3.31393766403,3.49483319918
169,3.38000011444,3.02086019516,3.47696207364
170,3.3900001049,3.18106508255,3.45290201505
171,3.3599998951,3.26935386658,3.44841451645
172,3.44000005722,3.10686969757,3.43334879875
173,3.47000002861,3.47683095932,3.42351290385
174,3.55999994278,3.02496337891,3.40217008591
175,3.36999988556,3.28131198883,3.3862678051
176,3.3900001049,3.3184466362,3.37537151972
177,3.21000003815,3.17232275009,3.36368719737
178,3.29999995232,3.04263734818,3.34419897397
179,3.22000002861,3.06177806854,3.33004706701
180,3.15000009537,3.42086315155,3.32582500776
181,3.15000009537,3.20684146881,3.30991659164
182,3.18000006676,3.06669092178,3.28267645836
183,3.26999998093,3.08163356781,3.26794565519
184,3.23000001907,3.43334341049,3.27283709844
185,3.29999995232,3.24592399597,3.25486313502
186,3.28999996185,3.18392801285,3.24329751333
187,3.33999991417,3.24747753143,3.24286750158
188,3.30999994278,3.20175457001,3.24688382149
189,3.33999991417,3.2131152153,3.25021897952
190,3.29999995232,3.3306851387,3.2621494929
191,3.3900001049,3.25045824051,3.26442669233
192,3.30999994278,3.16566944122,3.2517724514
193,3.25999999046,3.11265897751,3.23695637385
194,3.31999993324,3.14256095886,3.2285346508
195,3.46000003815,3.14622211456,3.21319292386
196,3.44000005722,3.42925071716,3.21703993479
197,3.45000004768,3.00051450729,3.20499898593
198,3.5,3.49715423584,3.21110620499
199,3.55999994278,3.1556930542,3.21560063362
200,3.50999999046,3.00425100327,3.20970683098
201,3.53999996185,3.38296365738,3.21349382401
202,3.52999997139,3.53826904297,3.22787380219
203,3.44000005722,3.52889299393,3.22960920334
204,3.44000005722,3.374314785,3.24125425021
205,3.38000011444,2.95396089554,3.2303425471
206,3.3599998951,3.41141319275,3.23344143232
207,3.32999992371,3.05441617966,3.2295112133
208,3.28999996185,3.28170633316,3.23748017947
209,3.29999995232,3.30965995789,3.24574290911
210,3.30999994278,3.48998022079,3.24804681142
211,3.18000006676,3.24257659912,3.24923798243
212,3.23000001907,3.33449888229,3.25816491445
213,3.3900001049,3.08684873581,3.25833875338
214,3.36999988556,3.40185213089,3.25728904406
215,3.21000003815,3.29165363312,3.2588133653
216,3.26999998093,3.10895299911,3.25631419818
217,3.3599998951,3.10082864761,3.25142590205
218,3.40000009537,2.97159099579,3.24375378291
219,3.21000003815,3.50391530991,3.25344711939
220,3.19000005722,3.26661777496,3.2513115406
221,3.24000000954,3.3518075943,3.2546898524
222,3.23000001907,3.06376647949,3.25129308701
223,3.24000000954,3.25756216049,3.25612319311
224,3.18000006676,3.1776599884,3.25729316076
225,3.0,3.05374717712,3.25421066284
226,3.00999999046,3.09897375107,3.24320143064
227,3.0,3.18004179001,3.2491856734
228,3.01999998093,3.09379720688,3.2357404391
229,2.97000002861,3.0695271492,3.23286824226
230,2.95000004768,3.12143659592,3.23677442869
231,2.91000008583,3.04040622711,3.22535584768
232,2.86999988556,3.16884946823,3.21304186185
233,2.8900001049,3.00178194046,3.1954714934
234,2.78999996185,3.07054042816,3.18534568151
235,2.92000007629,2.91599369049,3.18408010801
236,2.80999994278,3.0623793602,3.17244564692
237,2.86999988556,3.16287660599,3.17606099447
238,2.94000005722,3.44425010681,3.18147912025
239,3.05999994278,3.52644872665,3.18870541255
240,2.98000001907,2.93202877045,3.17010703087
241,2.98000001907,3.24972438812,3.1703452905
242,3.00999999046,3.35157871246,3.17091461817
243,3.17000007629,3.42818021774,3.18229233424
244,3.01999998093,3.35358572006,3.18068345388
245,3.09999990463,3.3193769455,3.18160756429
246,3.13000011444,3.06147956848,3.1800251166
247,3.1400001049,3.44461631775,3.19148470561
248,3.16000008583,3.32817554474,3.20337085724
249,3.20000004768,2.92377471924,3.18403283755
250,3.19000005722,3.0593085289,3.17712252935
251,3.50999999046,3.29735898972,3.17530757586
252,3.45000004768,3.15500211716,3.17834876378
253,3.49000000954,3.3392791748,3.18107266426
254,3.48000001907,3.29481172562,3.18497772217
255,3.3599998951,3.1393404007,3.18783082962
256,3.3599998951,3.27938318253,3.19384447734
257,3.46000003815,3.13623428345,3.19238422712
258,3.43000006676,3.06004142761,3.19125903447
259,3.43000006676,3.17187261581,3.19467055003
260,3.3599998951,3.15564346313,3.19581077894
261,3.32999992371,3.13672447205,3.1990213871
262,3.31999993324,3.05312633514,3.19516394933
263,3.25,3.08692312241,3.19800198873
264,3.31999993324,3.24942064285,3.20396466255
265,3.25999999046,3.19762706757,3.21335244179
266,3.26999998093,3.13437414169,3.21575226784
267,3.27999997139,3.288875103,3.21995221774
268,3.32999992371,3.29922866821,3.21511816978
269,3.24000000954,3.27363586426,3.20669107437
270,3.29999995232,2.91381931305,3.20608409246
271,3.23000001907,3.2351193428,3.20559725761
272,3.21000003815,3.16268491745,3.19930079778
273,3.18000006676,3.36887454987,3.19732394218
274,3.15000009537,3.07400798798,3.18800468445
275,3.19000005722,3.17967987061,3.18334811529
276,3.13000011444,3.16930770874,3.18694238663
277,3.27999997139,3.0590801239,3.17409118017
278,3.15000009537,2.90025663376,3.15982721647
279,3.22000002861,3.22793006897,3.16996572812
280,3.25,3.1259303093,3.17218645414
281,3.16000008583,3.10053825378,3.16562576294
282,3.17000007629,3.39784574509,3.17372055054
283,3.22000002861,3.12592744827,3.16660882632
284,3.11999988556,3.27227497101,3.16585760117
285,3.06999993324,3.15509748459,3.1663828373
286,3.0,3.16860198975,3.16269013087
287,3.07999992371,3.18453598022,3.16430018743
288,3.05999994278,2.95194911957,3.16069711049
289,3.04999995232,3.17489433289,3.1607978344
290,3.06999993324,2.97731971741,3.15485370954
291,3.03999996185,3.37724256516,3.16287097931
292,3.01999998093,3.14644193649,3.16598149935
293,3.02999997139,3.3096075058,3.17340431213
294,3.00999999046,3.04698896408,3.16665658951
295,3.0,2.91940355301,3.15738247236
296,2.99000000954,3.27491807938,3.16206727028
297,3.03999996185,3.16908502579,3.15807426771
298,3.07999992371,2.99063014984,3.14778765043
299,2.97000002861,3.01416063309,3.13913847605
300,2.96000003815,3.09711742401,3.14524841309
301,2.95000004768,2.96435785294,3.13622303009
302,2.98000001907,3.03590726852,3.13199710846
303,2.98000001907,2.94913291931,3.11800572077
304,2.98000001907,2.98794651031,3.11513700485
305,3.00999999046,3.36943483353,3.12146217028
306,2.94000005722,3.08229875565,3.11856187185
307,2.97000002861,3.04063653946,3.1179470857
308,2.86999988556,3.06172132492,3.12332924207
309,2.86999988556,3.11907291412,3.11970067024
310,2.84999990463,3.00960254669,3.11582307816
311,2.86999988556,3.31150150299,3.12285518646
312,2.91000008583,2.97233390808,3.10867145856
313,2.88000011444,3.01552152634,3.10499126116
314,2.94000005722,2.88931322098,3.0922258695
315,2.91000008583,2.99157762527,3.08677520752
316,3.0,3.08791542053,3.08408565521
317,2.92000007629,2.91693115234,3.07516549428
318,2.99000000954,3.07374334335,3.07922530174
319,2.95000004768,3.20458507538,3.08021499316
320,2.92000007629,3.0620303154,3.08303867976
321,2.93000006676,2.89431905746,3.0669412295
322,2.90000009537,3.03759288788,3.06331292788
323,2.90000009537,3.35105133057,3.06469438871
324,2.86999988556,3.00672578812,3.06335228284
325,2.93000006676,3.11386585236,3.06983435949
326,2.90000009537,3.07597303391,3.06320285797
327,2.88000011444,3.08708906174,3.06046965917
328,2.88000011444,2.82247638702,3.05486453374
329,2.8900001049,3.28828573227,3.06400203705
330,2.90000009537,3.05830383301,3.06270825068
331,2.90000009537,3.06114959717,3.06593464216
332,2.91000008583,3.07951927185,3.0673883756
333,2.91000008583,3.17503356934,3.07491839727
334,2.92000007629,3.28268575668,3.08474303881
335,2.93000006676,3.06180906296,3.07448884646
336,2.92000007629,3.00699234009,3.07197863261
337,2.93000006676,3.14540290833,3.0754708449
338,2.91000008583,3.13206100464,3.0778155009
339,2.90000009537,3.42487716675,3.08800897598
340,2.92000007629,3.31780767441,3.09828248024
341,2.92000007629,3.61437320709,3.10837820371
342,2.94000005722,3.01615953445,3.10983905792
343,2.94000005722,3.28241920471,3.1187356472
344,2.94000005722,3.33133125305,3.1334695816
345,2.92000007629,3.30919075012,3.14405668577
346,2.92000007629,3.31968164444,3.15178222656
347,2.91000008583,3.50573015213,3.17140885989
348,2.94000005722,3.54667377472,3.1871732076
349,2.93000006676,3.26194667816,3.18908526103
350,2.93000006676,3.37665939331,3.19957289696
351,2.97000002861,3.02940130234,3.20407563845
352,2.98000001907,3.40352725983,3.21627345085
353,2.94000005722,3.40379810333,3.21803167661
354,2.95000004768,3.24759244919,3.22606056531
355,2.94000005722,3.19841527939,3.22887887955
356,3.00999999046,3.29341268539,3.23612686793
357,3.00999999046,3.54017019272,3.2512295723
358,3.0,3.2475643158,3.26539916992
359,3.04999995232,3.15823554993,3.26106416384
360,3.04999995232,3.43392133713,3.27358474731
361,3.05999994278,3.19549465179,3.2780629158
362,3.04999995232,3.13303089142,3.27984663645
363,3.00999999046,3.15159654617,3.27906540235
364,3.00999999046,3.21179628372,3.27670241992
365,3.0,3.12841415405,3.27892258962
366,3.0,3.35311794281,3.29046010971
367,3.01999998093,3.1501083374,3.29061695735
368,3.0,3.01581907272,3.28674222628
369,3.0,3.43602609634,3.28711385727
370,3.0,2.96761846542,3.27544088364
371,3.01999998093,3.00905323029,3.25526355108
372,3.02999997139,3.23926925659,3.26270054181
373,3.01999998093,3.3764128685,3.26583366394
374,3.0,3.42171001434,3.26884628932
375,3.0,3.4899096489,3.27487025261
376,2.99000000954,3.25432538986,3.27269171079
377,3.0,3.27748823166,3.26508364677
378,3.01999998093,3.25294494629,3.25529268583
379,3.0,3.27479314804,3.25572090149
380,3.0,3.10944032669,3.24681359927
381,3.0,3.24265480042,3.2539220492
382,3.02999997139,3.38125324249,3.25317958196
383,3.01999998093,3.29701042175,3.24961999257
384,3.01999998093,3.18927764893,3.2476761659
385,3.02999997139,3.16400432587,3.24652913411
386,3.04999995232,3.20893478394,3.24371320407
387,3.02999997139,3.26580619812,3.23456773758
388,3.01999998093,3.01719665527,3.22688881556
389,3.04999995232,3.10466003418,3.22510296504
390,3.04999995232,3.23380708694,3.21843249003
391,3.02999997139,3.37201499939,3.22431650162
392,3.04999995232,3.20285081863,3.22664383252
393,3.07999992371,3.2190155983,3.22889113426
394,3.08999991417,3.04834270477,3.22344268163
395,3.09999990463,3.15200519562,3.22422904968
396,3.09999990463,3.18875980377,3.21875044505
397,3.11999988556,3.33244085312,3.22482819557
398,3.09999990463,3.3924536705,3.23738268216
399,3.15000009537,3.08618831635,3.22572142283
400,3.11999988556,3.13150548935,3.23118432363
401,3.13000011444,3.16383647919,3.23634376526
402,3.15000009537,3.18627405167,3.23457725843
403,3.15000009537,3.26000881195,3.23069712321
404,3.15000009537,3.38478517532,3.22946629524
405,3.15000009537,3.24726724625,3.22137821515
406,3.17000007629,3.15796279907,3.21816612879
407,3.16000008583,3.0362906456,3.21012620926
408,3.15000009537,2.99622011185,3.20156871478
409,3.18000006676,3.17044019699,3.19809028308
410,3.17000007629,4.53457355499,3.24559472402
411,3.18000006676,3.24037837982,3.24551884333
412,3.17000007629,3.3385643959,3.24409588178
413,3.17000007629,3.19114780426,3.24056712786
414,3.20000004768,3.01005172729,3.23459293048
415,3.23000001907,3.17399930954,3.2349260966
416,3.24000000954,3.22804307938,3.23556303978
417,3.20000004768,3.19764709473,3.23329106967
418,3.20000004768,3.28696537018,3.24228336016
419,3.19000005722,3.18385219574,3.24492309888
420,3.20000004768,3.29134321213,3.24684096972
421,3.20000004768,3.33124732971,3.2454820474
422,3.25,3.3143362999,3.24919823011
423,3.24000000954,3.07534313202,3.2444091479
424,3.25,3.27116966248,3.25183671316
425,3.27999997139,3.36604070663,3.25897123019
426,3.25,3.21300935745,3.25977954865
427,3.25999999046,3.29185295105,3.25842661858
428,3.25,3.19316625595,3.25178370476
429,3.25,3.0230255127,3.24967827797
430,3.24000000954,3.38340520859,3.25807493528
431,3.25,3.2472743988,3.26085619926
432,3.25,3.04935836792,3.25629234314
433,3.25,3.29461860657,3.25744600296
434,3.25999999046,3.17966222763,3.25060857137
435,3.25999999046,3.21231460571,3.24944348335
436,3.25999999046,3.33354568481,3.25529624621
437,3.25,3.17828083038,3.26002925237
438,3.25,3.04329872131,3.26159853935
439,3.24000000954,3.09640598297,3.25913073222
440,3.24000000954,3.32655286789,3.21886337598
441,3.20000004768,3.2322177887,3.21859135628
442,3.25999999046,3.36701822281,3.21953981717
443,3.25,3.05898141861,3.21513427099
444,3.25,2.93465900421,3.21262118022
445,3.25,3.17347478867,3.21260369619
446,3.24000000954,3.15398931503,3.21013523738
447,3.25999999046,3.07877445221,3.20617281596
448,3.25,3.3131480217,3.20704557101
449,3.24000000954,3.20203399658,3.20765163104
450,3.24000000954,3.14592695236,3.20280442238
451,3.23000001907,3.03153467178,3.19281400045
452,3.23000001907,3.22416305542,3.18980822563
453,3.23000001907,3.35375213623,3.19908852577
454,3.21000003815,3.26753664017,3.19896742503
455,3.20000004768,3.45830583572,3.20204292933
456,3.20000004768,3.10082578659,3.19830347697
457,3.20000004768,3.19091844559,3.19493899345
458,3.18000006676,3.30863285065,3.19878787994
459,3.18000006676,3.22981882095,3.20568099022
460,3.17000007629,3.09621858597,3.1961081028
461,3.17000007629,3.0881896019,3.19080527623
462,3.16000008583,3.22847795486,3.19677592913
463,3.15000009537,2.97209692001,3.18602520625
464,3.13000011444,3.26852607727,3.18898733457
465,3.1099998951,3.14730739594,3.18682042758
466,3.04999995232,3.25420951843,3.1841758887
467,3.0,3.17925691605,3.18420842489
468,3.0,3.03972196579,3.1840891997
469,3.0,2.93702793121,3.17877659798
470,3.0,3.07890558243,3.17052168846
471,3.0,2.99747753143,3.16269701322
472,3.0,2.95752334595,3.14904718399
473,3.0,2.88669300079,3.14330423673
474,3.0,2.96461963654,3.14430292447
475,2.99000000954,3.01680183411,3.13908049266
476,2.97000002861,3.06271219254,3.13603792191
477,2.96000003815,3.02557277679,3.13426453273
478,2.95000004768,3.11094808578,3.12752453486
479,2.96000003815,3.41000795364,3.1344570001
480,2.95000004768,3.11226844788,3.13333504995
481,2.95000004768,3.01242399216,3.13269802729
482,2.95000004768,3.18851137161,3.13150963783
483,2.95000004768,3.11412286758,3.12352199554
484,2.95000004768,3.08537435532,3.11744991938
485,2.94000005722,2.96664142609,3.10106110573
486,2.95000004768,2.97069787979,3.09672350883
487,2.94000005722,3.10706233978,3.09392830531
488,2.94000005722,3.10953235626,3.08729162216
489,2.94000005722,2.98009204865,3.07896739642
490,2.95000004768,3.04089260101,3.07712319692
491,2.95000004768,3.13724565506,3.07875839869
492,2.96000003815,2.94258451462,3.06922861735
493,2.96000003815,3.09219455719,3.07323187192
494,2.98000001907,3.47593736649,3.08014558156
495,2.99000000954,3.27336788177,3.08434759776
496,2.98000001907,3.1532664299,3.08098282814
497,2.97000002861,3.16167163849,3.08039665222
498,2.96000003815,3.06362199783,3.08119331996
499,2.95000004768,3.17039299011,3.08897215525
500,2.97000002861,3.14062786102,3.09102956454
501,2.97000002861,2.96163702011,3.08983488083
502,2.97000002861,2.98631477356,3.09079459508
503,2.96000003815,3.12807273865,3.09884058634
504,2.98000001907,3.28041028976,3.10936694145
505,2.98000001907,3.13151454926,3.11319069862
506,3.04999995232,3.03031253815,3.11211071014
507,3.05999994278,2.83844947815,3.10587326686
508,3.06999993324,2.72017383575,3.09284745852
509,3.01999998093,3.06361532211,3.08130103747
510,2.99000000954,3.16712141037,3.08312946955
511,2.98000001907,3.0208439827,3.0834101359
512,2.98000001907,3.05087566376,3.07882227898
513,2.99000000954,2.88635730743,3.07123009364
514,2.99000000954,3.01684808731,3.0689458847
515,2.99000000954,3.12941503525,3.07437167168
516,2.99000000954,3.0807800293,3.07804107666
517,2.99000000954,3.04754114151,3.07605703672
518,3.03999996185,2.93961954117,3.07039327621
519,3.04999995232,3.13948583603,3.07570640246
520,3.03999996185,2.95075082779,3.07270167669
521,3.04999995232,3.0832452774,3.0709016641
522,3.02999997139,3.09553146362,3.07599989573
523,3.03999996185,2.96709251404,3.07182982763
524,3.02999997139,3.07329130173,3.05840829213
525,3.01999998093,2.8953576088,3.0458079497
526,3.02999997139,2.92958593369,3.03835193316
527,3.01999998093,2.75699853897,3.02486282984
528,3.03999996185,2.89009046555,3.01907844543
529,3.03999996185,2.98756837845,3.01298429171
530,3.03999996185,2.83085823059,3.00265863736
531,3.03999996185,2.99188661575,3.00366695722
532,3.02999997139,2.72004127502,2.99479117393
533,3.01999998093,2.97550725937,2.98970565796
534,3.01999998093,2.95681524277,2.97891915639
535,3.02999997139,2.87793493271,2.97046650251
536,3.01999998093,3.15882205963,2.97475015322
537,3.01999998093,2.97539615631,2.9793150425
538,3.03999996185,3.02910709381,2.98961281776
539,3.01999998093,2.82171058655,2.98154932658
540,3.00999999046,3.06486845016,2.97814089457
541,3.0,3.01052045822,2.97779677709
542,3.01999998093,2.90922164917,2.9730749766
543,3.01999998093,2.9402961731,2.97487293879
544,3.01999998093,2.83159732819,2.96869791349
545,3.01999998093,3.46802949905,2.97998506228
546,3.02999997139,3.04182624817,2.97868660291
547,3.02999997139,3.16077041626,2.98246091207
548,3.02999997139,3.04109430313,2.98584340413
549,3.03999996185,3.0522108078,2.98293423653
550,3.02999997139,3.08567380905,2.98743166924
551,3.02999997139,3.13145208359,2.98903856277
552,3.03999996185,2.97733736038,2.98509875933
553,3.03999996185,3.0087146759,2.98648616473
554,3.05999994278,3.22860765457,2.99166337649
555,3.06999993324,3.35400915146,3.00695176125
556,3.06999993324,3.44398832321,3.02409850756
557,3.05999994278,3.37691926956,3.04476253192
558,3.07999992371,3.01095724106,3.04879142443
559,3.06999993324,3.2221159935,3.05660967827
560,3.06999993324,3.11376428604,3.06603988012
561,3.07999992371,3.19318771362,3.07274991671
562,3.11999988556,3.07239770889,3.08449513117
563,3.1400001049,3.31477212906,3.09580396016
564,3.1400001049,3.36290025711,3.10934012731
565,3.1400001049,3.48537921906,3.12958827019
566,3.1400001049,3.03837919235,3.12557350794
567,3.1400001049,3.24637699127,3.13460620244
568,3.1099998951,3.46110916138,3.14900627136
569,3.1099998951,3.32295894623,3.16571455002
570,3.11999988556,3.34930372238,3.17519572576
571,3.15000009537,3.32669973373,3.18573503494
572,3.15000009537,3.05130672455,3.19047120412
573,3.16000008583,3.46822786331,3.20806892713
574,3.17000007629,3.5286359787,3.23130354881
575,3.17000007629,3.43610143661,3.23023928006
576,3.18000006676,3.42673492432,3.24306956927
577,3.19000005722,3.51838254929,3.2549899737
578,3.22000002861,3.4893283844,3.26993110975
579,3.22000002861,3.40799474716,3.28179057439
580,3.23000001907,2.96638345718,3.27781422933
581,3.21000003815,3.50202846527,3.29016677539
582,3.23000001907,3.40457868576,3.3044081529
583,3.28999996185,3.32697677612,3.31501688957
584,3.29999995232,3.3709154129,3.31976048152
585,3.33999991417,3.34779453278,3.31955332756
586,3.3599998951,3.37094640732,3.31711859703
587,3.40000009537,3.09074687958,3.30757951736
588,3.40000009537,3.0320763588,3.30828348796
589,3.42000007629,3.24750518799,3.30912979444
590,3.42000007629,3.28545808792,3.31485292117
591,3.42000007629,3.27796697617,3.31767889659
592,3.42000007629,3.48223114014,3.33134001096
593,3.44000005722,3.60891723633,3.34114484787
